[2026-05-14 17:00:00.004] [3701643319] [INFO] [L3701643319T20260514165959959R11728] [数据交互|收到RSU数据] |RSU数据：FFFF00800000004A1C0000019E25B63A0637016433190000000000000000000001002FE101B2405F137800C9BDB6AB3701000116513701085600122673202604222036042210800101000000020000024B011871
[2026-05-14 17:57:49.629] [3701643319] [INFO] [数据交互|收到消息服务数据] |收到消息：主题【E/37/035/035/37016433/3701643319/Ask/STDevctl/Display】,QOS 【1】, 内容:{"action":"1","fontColor":"2","fontLine":"0","fontSize":"0","keepTime":"0","msgId":"37016433192026051417590147","sendTime":"2026-05-14T17:57:48","text":"欢迎行驶高速公路___"}

[2026-05-14 17:57:49.629] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到远程值守服务数据] |通行信号灯控制消息-设置为红色
[2026-05-14 17:57:49.629] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到远程值守服务数据] |栏杆机控制消息【落杆】
[2026-05-14 17:57:49.629] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到远程值守服务数据] |接收到MQTT费显控制请求DevCtlDisplayAsk(msgId=37016433192026051417590147, sendTime=2026-05-14T17:57:48, action=1, clearType=null, fontColor=2, fontSize=0, fontLine=0, keepTime=0, text=欢迎行驶高速公路___)
[2026-05-14 17:57:49.629] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到远程值守服务数据] |费显控制消息(默认控制 费显/后费显)-显示内容：欢迎行驶高速公路___
[2026-05-14 17:57:49.628] [3701643319] [INFO] [数据交互|收到消息服务数据] |收到消息：主题【E/37/035/035/37016433/3701643319/Push/MTCStatusShare】,QOS 【1】, 内容:{"laneType":"1","msgId":"37016433192026051417005869","sendTime":"2026-05-14T17:57:48","tollLaneHex":"3701643319","transStatus":"2"}

[2026-05-14 17:57:49.630] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|发送信息显示屏模块数据] |信息显示屏指令内容：E6010102000000BBB6D3ADD0D0CABBB8DFCBD9B9ABC2B75F5F5F, 待显示文本:欢迎行驶高速公路___,发送的hex:FFFF0005000000351B0000019E25EBC7BD37016433190000000000000000E60101001AE6010102000000BBB6D3ADD0D0CABBB8DFCBD9B9ABC2B75F5F5FD536
[2026-05-14 17:57:49.629] [3701643319] [INFO] [数据交互|收到消息服务数据] |收到消息：主题【E/37/035/035/37016433/3701643319/Ask/STDevctl/Display】,QOS 【1】, 内容:{"action":"1","fontColor":"2","fontLine":"0","fontSize":"0","keepTime":"0","msgId":"37016433192026051417590148","sendTime":"2026-05-14T17:57:48","text":"欢迎行驶高速公路___"}

[2026-05-14 17:57:49.629] [3701643319] [INFO] [数据交互|收到消息服务数据] |收到消息：主题【E/37/035/035/37016433/3701643319/Ask/STDevctl/Display】,QOS 【1】, 内容:{"action":"1","fontColor":"2","fontLine":"0","fontSize":"0","keepTime":"0","msgId":"37016433192026051417590149","sendTime":"2026-05-14T17:57:48","text":"欢迎行驶高速公路___"}

[2026-05-14 17:57:49.629] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|发送电动栏杆机模块数据] |栏杆控制指令内容:E4010100，控制类型(00-落杆 01-抬杆 02-长抬):00,发送的hex:FFFF00040000001F1B0000019E25EBC7BD37016433190000000000000000E401010004E40101000AC4
[2026-05-14 17:57:49.630] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [ ] [设备信息|E4|电动栏杆机|栏杆机1] |电动栏杆机落杆到位
[2026-05-14 17:57:49.629] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|发送通行信号灯模块数据] |通行信号灯指令内容:E7010102，显示颜色(1-绿色，2-红色，3-黄色):02,发送的hex:FFFF00030000001F1B0000019E25EBC7BD37016433190000000000000000E701010004E701010287C2
[2026-05-14 17:57:49.630] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|发送信息显示屏模块数据] |信息显示屏初始化指令内容：E6010102000000BBB6D3ADD0D0CABBB8DFCBD9B9ABC2B75F5F5F ,待显示文本:欢迎行驶高速公路___,发送的hex:FFFF0006000000351B0000019E25EBC7BE37016433190000000000000000E60101001AE6010102000000BBB6D3ADD0D0CABBB8DFCBD9B9ABC2B75F5F5F98B4
[2026-05-14 17:57:49.630] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到远程值守服务数据] |接收到MQTT费显控制请求DevCtlDisplayAsk(msgId=37016433192026051417590149, sendTime=2026-05-14T17:57:48, action=1, clearType=null, fontColor=2, fontSize=0, fontLine=0, keepTime=0, text=欢迎行驶高速公路___)
[2026-05-14 17:57:49.630] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到远程值守服务数据] |费显控制消息(默认控制 费显/后费显)-显示内容：欢迎行驶高速公路___
[2026-05-14 17:57:49.630] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到远程值守服务数据] |接收到MQTT费显控制请求DevCtlDisplayAsk(msgId=37016433192026051417590148, sendTime=2026-05-14T17:57:48, action=1, clearType=null, fontColor=2, fontSize=0, fontLine=0, keepTime=0, text=欢迎行驶高速公路___)
[2026-05-14 17:57:49.630] [3701643319] [INFO] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Reply/STDevctl/Display】：{"code":"0","msgId":"37016433192026051417590147","recvTime":"2026-05-14T17:57:49"}
[2026-05-14 17:57:49.630] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到消息服务数据] |MTC车道互斥消息-MTCMutexPush(msgId=37016433192026051417005869, sendTime=2026-05-14T17:57:48, tollLaneHex=3701643319, laneType=1, transStatus=2, rsuId=null)
[2026-05-14 17:57:49.630] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|发送信息显示屏模块数据] |信息显示屏指令内容：E6010102000000BBB6D3ADD0D0CABBB8DFCBD9B9ABC2B75F5F5F, 待显示文本:欢迎行驶高速公路___,发送的hex:FFFF0008000000351B0000019E25EBC7BE37016433190000000000000000E60101001AE6010102000000BBB6D3ADD0D0CABBB8DFCBD9B9ABC2B75F5F5F250D
[2026-05-14 17:57:49.630] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到远程值守服务数据] |费显控制消息(默认控制 费显/后费显)-显示内容：欢迎行驶高速公路___
[2026-05-14 17:57:49.630] [3701643319] [INFO] [L0000000000T20260423170118665R00002] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Push/DevInfo/Barrier】：{"index":"01","msgId":"2026051417296933","pushTime":"2026-05-14T17:57:49","status":"00"}
[2026-05-14 17:57:49.631] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|发送信息显示屏模块数据] |信息显示屏指令内容：E6010102000000BBB6D3ADD0D0CABBB8DFCBD9B9ABC2B75F5F5F, 待显示文本:欢迎行驶高速公路___,发送的hex:FFFF0009000000351B0000019E25EBC7BF37016433190000000000000000E60101001AE6010102000000BBB6D3ADD0D0CABBB8DFCBD9B9ABC2B75F5F5FE67C
[2026-05-14 17:57:49.630] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|发送通行信号灯模块数据] |通行信号灯指令内容:E7010102，显示颜色(1-绿色，2-红色，3-黄色):02,发送的hex:FFFF00070000001F1B0000019E25EBC7BE37016433190000000000000000E701010004E7010102B496
[2026-05-14 17:57:49.631] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|发送报警器模块数据] |报警灯指令内容:E80101000005,控制类型(00H-停止报警，01H-开始报警):00,发送的hex:FFFF0001000000211B0000019E25EBC7BF37016433190000000000000000E801010006E801010000058B6C
[2026-05-14 17:57:49.631] [3701643319] [ERROR] [L3701643319T20260514175127091R12729] [异常信息|异常信息] |未匹配到功能模块类型编码-[FC]、设备字典-[scrollLight]对应的设备功能模块序号，请检查socket字典配置
[2026-05-14 17:57:49.631] [3701643319] [INFO] [L0000000000T20260423170118665R00002] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Push/Cvicse/vehicleOverstaysData】：{"isShow":0,"laneId":"25","msgId":"37016433192026051417296934","pushTime":"2026-05-14T17:57:49","timeOut":"40000"}
[2026-05-14 17:57:49.631] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [异常信息|异常信息] |OutEquipmentCtlSvc跑马灯控制异常null
java.lang.NullPointerException: null
[2026-05-14 17:57:49.631] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到通行信号灯模块数据] |通行信号灯数据：FFFF00020000001FB10000019E25EB9C20370164331900000000000000000000010004E7010100DA49
[2026-05-14 17:57:49.632] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [ ] [设备信息|E7|通行信号灯|通行信号灯1] |通行信号灯控制成功
[2026-05-14 17:57:49.677] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到通行信号灯模块数据] |通行信号灯数据：FFFF00030000001FB10000019E25EB9C23370164331900000000000000000000010004E7010100E44C
[2026-05-14 17:57:49.677] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [ ] [设备信息|E7|通行信号灯|通行信号灯1] |通行信号灯控制成功
[2026-05-14 17:57:49.717] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到电动栏杆机模块数据] |电动栏杆机数据：FFFF00900000001F1C0000019E25EB9C25370164331900000000000000000000010004E40102000E1A
[2026-05-14 17:57:49.717] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到电动栏杆机模块数据] |抬落杆到位信号上报：RailLocationReport(Hax=E4010200, SEQ=null, LEN=null, deviceType=E4, deviceIndex=01, deviceFuncType=02, barStaus=00, CRC=null)
[2026-05-14 17:57:49.717] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|下发上报确认C1帧] |C1：FFFF00900000001FC10000019E25EBC81537016433190000000000000000E401010004E4010200294A
[2026-05-14 17:57:49.720] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到电动栏杆机模块数据] |电动栏杆机/电动道闸数据：FFFF00040000002FB10000019E25EB9C25370164331900000000000000000000010014E401010000000000000000240000000000000025E836
[2026-05-14 17:57:49.720] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到电动栏杆机模块数据] |电动栏杆机制响应：RailControlRes(Hex=E401010000000000000000240000000000000025, SEQ=null, LEN=null, deviceType=E4, deviceIndex=01, deviceFuncType=01, ctlState=00, unixTm1=0000000000000024, unixTm2=0000000000000025, CRC=null)
[2026-05-14 17:57:49.721] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到电动栏杆机模块数据] |电动栏杆机00(00-落杆 01-抬杆 02-长抬)控制指令执行成功
[2026-05-14 17:57:49.760] [3701643319] [INFO] [数据交互|收到信息显示屏模块数据] |信息显示屏数据：FFFF00050000001FB10000019E25EB9C31370164331900000000000000000000010004E6010100CEFD
[2026-05-14 17:57:49.761] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到通行信号灯模块数据] |通行信号灯数据：FFFF00070000001FB10000019E25EB9C3D370164331900000000000000000000010004E7010100DBC3
[2026-05-14 17:57:49.761] [3701643319] [INFO] [数据交互|收到信息显示屏模块数据] |信息显示屏数据：FFFF00090000001FB10000019E25EB9C4E370164331900000000000000000000010004E6010100EAE4
[2026-05-14 17:57:49.761] [3701643319] [INFO] [数据交互|收到信息显示屏模块数据] |信息显示屏数据：FFFF00080000001FB10000019E25EB9C44370164331900000000000000000000010004E60101003324
[2026-05-14 17:57:49.761] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [设备信息|E6|信息显示屏|显示屏1] |信息显示屏显示控制成功
[2026-05-14 17:57:49.761] [3701643319] [INFO] [数据交互|收到信息显示屏模块数据] |信息显示屏数据：FFFF00060000001FB10000019E25EB9C3C370164331900000000000000000000010004E6010100E2FE
[2026-05-14 17:57:49.761] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [设备信息|E6|信息显示屏|显示屏1] |信息显示屏显示控制成功
[2026-05-14 17:57:49.761] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [设备信息|E6|信息显示屏|显示屏1] |信息显示屏显示控制成功
[2026-05-14 17:57:49.761] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [ ] [设备信息|E7|通行信号灯|通行信号灯1] |通行信号灯控制成功
[2026-05-14 17:57:49.761] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到报警器模块数据] |报警器数据：FFFF00010000001FB10000019E25EB9C51370164331900000000000000000000010004E801010019D3
[2026-05-14 17:57:49.761] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [设备信息|E6|信息显示屏|显示屏1] |信息显示屏显示控制成功
[2026-05-14 17:57:49.761] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [ ] [设备信息|E8|声光报警器|报警器1] |报警灯控制成功
[2026-05-14 17:57:49.876] [3701643319] [INFO] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Reply/STDevctl/Display】：{"code":"0","msgId":"37016433192026051417590142","recvTime":"2026-05-14T17:57:49"}
[2026-05-14 17:57:50.129] [3701643319] [INFO] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Reply/STDevctl/Trafficlight】：{"code":"0","msgId":"37016433192026051417590144","recvTime":"2026-05-14T17:57:49"}
[2026-05-14 17:57:50.131] [3701643319] [INFO] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Reply/STDevctl/Barrier】：{"code":"0","msgId":"37016433192026051417590146","recvTime":"2026-05-14T17:57:49"}
[2026-05-14 17:57:50.186] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到高清车牌图像识别设备模块数据] |高清车牌识别设备数据FFFF0003000000501C0000000027A33560370164331900000000000000000000010035E2010201202605141700286A059C9CC2B3474738573534000000000000000000600000000003010100412E020100412E030100412E6414
[2026-05-14 17:57:50.186] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|下发上报确认C1帧] |C1：FFFF00030000001FC10000019E25EBC9EA37016433190000000000000000E201010004E20102006809
[2026-05-14 17:57:50.186] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到高清车牌图像识别设备模块数据] |车牌识别结果上传抓拍时间6A059C9C，转时间戳1778752668,转标准时间格式2026-05-14 17:57:48,
[2026-05-14 17:57:50.186] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到高清车牌图像识别设备模块数据] |当前时间转标准时间格式2026-05-14 17:57:50
[2026-05-14 17:57:50.186] [3701643319] [INFO] [L3701643319T20260514175127091R12729] [数据交互|收到高清车牌图像识别设备模块数据] |前车牌识别设备结果上报：VehPlateReport(Hex=E2010201202605141700286A059C9CC2B3474738573534000000000000000000600000000003010100412E020100412E030100412E, SEQ=null, LEN=null, deviceType=E2, deviceIndex=01, deviceFuncType=02, picflag=01, picNum=20260514170028, picTime=6A059C9C, licenseCode=C2B347473857353400000000, licenseColor=0, vehicleSpeed=0, vehicleModel=0000, vehicleColor=0, reliability=96, vehFeatureCode=0000, faceFeatureCode=0000, picSize=3, picType=010100412E020100412E030100412E, CRC=null)
[2026-05-14 17:57:50.187] [3701643319] [INFO] [L0000000000T20260423170118665R00002] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Push/DevInfo/Vlpr】：{"faceFeatureCode":"0000","msgId":"37016433192026051417296935","picFlag":1,"picId":"G0015370050030202004020260514170028","picTime":"2026-05-14T17:57:48","plateColor":0,"plateNum":"鲁GG8W54","pushTime":"2026-05-14T17:57:50","reliability":96,"vehFeatureCode":"0000","vehicleColor":0,"vehicleModel":"0000","vehicleSpeed":0,"vprNo":null}
[2026-05-14 17:57:50.188] [3701643319] [INFO] [流水传输] |redis入库成功key-WASTE_LANEPICWASTE_G001537005003020200402026051417002882_鲁GG8W54_0_20260514175750_#G00153700500302020040,过期时间2天
[2026-05-14 17:57:52.631] [3701643319] [INFO] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Reply/STDevctl/Trafficlight】：{"code":"1","msgId":"37016433192026051417590145","recvTime":"2026-05-14T17:57:49"}
[2026-05-14 17:57:52.631] [3701643319] [INFO] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Reply/STDevctl/Display】：{"code":"1","msgId":"37016433192026051417590149","recvTime":"2026-05-14T17:57:49"}
[2026-05-14 17:57:52.632] [3701643319] [INFO] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/3701643319/Reply/STDevctl/Display】：{"code":"1","msgId":"37016433192026051417590148","recvTime":"2026-05-14T17:57:49"}
